Abadula Gemeda	Abbaaduulaa Gammadaa
Eddo	Eddoo
Egypt	Gibxii
Ejere	Ejeree
Ejersa	Ejersa
Ejersa Goro	Ejersa Gooroo
El Salvador	Elsalbadoor
Equatorial Guinea	Ekuwaatooriyaal Giinii
Equatorial Guinea	Giinii Mundhilafaa
Erer	Erer
Erer Gota	Erer Gootaa
Eritrea	Eeritiraa, Eertiraa
Eritrea	Ertiraa
Estonia	Istooniyaa
Ethiopia	Itiyoophiyaa
Ethiopia	Itiyoopiyaa
Ethiopia	Itoophiyaa
Ethiopia	Itoopiyaa
Ethiopia	Toophiyaa
Europe	Yuurooppi
Europe	Oroppaa
Fafan	Faafan
Feyisa Lilesa	Fayyisaa Leellisaa
Fiche	Fiche
Fiji	Fiijii
Filtu	Filtuu
Fincha'a	Fincaa'aa
Fincha	Fincaa'aa
Finchawa	Fincaawa
Finland	Finlaandii
France	Firaansi
France	Faransaa
Frankfurt	Firaankifurtii
Funyan Bira	Funyaan Biraa
Gabba	Gabba
Gabon	Gaabon
Gabon	Gaaboon
Gachi	Gachii
Gafarsa	Hara Gafarsa
Galamso	Galamso
Gambela Region	Naannoo Gaambeellaa
Gambia	Gaambiyaa
Gamo Gofa (zone)	Gamuu-Gofaa
Ganji	Ganjii
Gannale	Gannaalee
Garba	Garbaa
Garba Gurracha	Garba Gurraacha
Gasara	Gasaraa
Gattira	Gaattiraa
Gedo	Geedoo
Gembe	Gembee
Geneva	Jenebaa
Georgia	Joorjiyaa
Germany	Biyya Jarmanii
Ghana	Gaanaa
Gibe	Gibe
Gibe Kalla	Gibe Qalldhaa
Gidami	Gidaamii
Gidda Ayyana	Giddaa Ayyaanaa
Gimbi	Gimbii
Ginchi	Giincii
Gindo	Gindo
Ginde Beret	Gindabarat
Ginnir	Gindhir
Girma Seifu	Girmaa Sayifuu
Gobba	Gobba
Gobessa	Gobeessa
Gojjo	Goojjoo
Gojjota	Goojjota
Gore	Goree
Gori	Gorii
Goro Bale	Gooroo Baalee
Goro Sole	Gooroo Soolee
Goro Waliso	Gooroo Walisoo
Greece	Giriik
Greece	Biyaa Giriikii
Grenada	Girenaadaa
Guatemala	Guwatimaalaa
Gudar	Gudar
Guinea	Giinii
Guinea Bissau	Giinii Bisaawu
Guji Zone	Godina Gujii
Gullallee (district of Addis Ababa)	Gullallee
Gulliso	Gullisoo
Guraferda	Gura Ferdaa
Gurage	Guraagee
Guraghe	Guraagee
Gurra Dhamole	Gurra Dhaamolee
Gurura	Gur'uraa
Guruwa	Guruwaa
Guyana	Guyaanaa
Haile Selassie	Hayila Sillaasee
Haiti	Hayitii
Hamburg	Hamburgii
Hara Maya	Hara Maayaa
Haramaya	Hara Maayaa
Harar	Harar
Harari (region)	Naannoo Hararii
Harato	Haratoo
Harawacha	Harawaaca
Harbu	Harbuu
Harbu Chululle	Harbuu Culullee
Haro Dibbe	Haroo Dibbee
Haro Dumal	Haroo Dumaal
Haro Hara Liban	Haroo Hara Liiban
Harsadi	Harsadii
Hatayye	Haxaayyee
Herero	Hereero
Hiddi Lola	Hiddii Lolaa
Hirna	Hirnaa
Ho Chi Minh City	Magaalaa Hochi Minii
Holota	Hoolota
Holota	Holota
Honduras	Honduraas
Honqolloo	Honqolloo
Horn of Africa	Gaanfi Afrikaa, Gaafa Afrikaa
Horo Guduru Welega Zone	Horroo Guduruu
Horo Guduru Welega Zone	Godina Horroo Guduruu
Hulluka	Hulluuqaa
Human Rights Watch	Hiyumaan Raaytis Waach
Hungary	Hungaariyaa
Hurrumu	Hurruumuu
Hursa	Huursaa
Huruta	Hurutaa
Ibadan	Ibaadan
Ibsa (name)	Ibsaa
Iceland	Islaandii
Ijajji	Ijaajjii
Illubabor Zone	Illuu Abbaa Booraa
Illubabor Zone	Illuu Abbaaboor
Ilubba Bora	Ilubbaa Booraa
Inango	Inaangoo
Inchinni Metta	Incinnii Meettaa
Inchinnii Liban	Incinnii Liiban
India	Biyya Hindii
Indian Ocean	Garba Indiyaa
Indian Ocean	Maanya Hindii
Indonesia	Indoneesiyaa
Iran	Iraan
Iraq	Iraaq
Ireland	Irlaandii
Israel	Israa'el
Istanbul	Istaanbul
Italy	Ixaaliyaa
Italy	Biyya Xaaliyaanii
Itayya	Itayyaa
Ivory Coast	Ayvorii Koost, Iyvoorikoost
Jaja	Jaaja
Jajjabe	Jajjabee
Jalliyan	Jalliyaan
Jamaica	Jamaayikaa
Jamma	Jammaa
Japan	Jaappaan
Jarra	Jaarraa
Jarso	Jaarso
Jerusalem	Yerusaalem
Jido	Jidda
Jimma Mountains	Gooroo Jimmaa
Jimma University	Yuunivarsiitii Jimmaa
Jimma Zone	Godina Jimmaa
Jimma	Jimma
Jimma	Jimaan
Jimma	Jimmam
Jima	Jimma
Jima	Jimaan
Jima	Jimmam
Johannesburg	Johaannisburgii
Jordan	Joordaan
Kachisi	Kaachisii
Kake	Qaaqee
Kakka	Kaakkaa
Kamise	Kamisee
Kara Mille	Karaa Millee
Karachi	Karaachii
Karra Kore	Kaarra Qoree
Karsa	Qarsaa
Kazakhstan	Kazaakistaan
Kebbe	Qebbee
Keffa	Kafaa
Kelam Welega Zone	Qeellam Wallaggaa
Kelam Welega Zone	Godina Qeellam Wallaggaa
Kelam Wellega Zone	Qeellam Wallaggaa
Kelam Wellega Zone	Godina Qeellam Wallaggaa
Kelam Wollega Zone	Qeellam Wallaggaa
Kelam Wollega Zone	Godina Qeellam Wallaggaa
Kenya	Keniyaa,Keeniyaa
Kerransa	Qeerransa
Kersa	Qarsaa
Kiribati	Kiribatii
Kobbo Barento	Qobboo Barentoo
Kobbo Rayya	Qobboo Raayyaa
Kofale	Kofalee
Koka	Qooqaa
Kokossa	Kokossa
Kolobo	Koloboo
Kombolcha Guduru	Kombolcha Guduruu
Kombolcha Nole	Kombolcha Noolee
Kore	Qoree
Kotoba	Kotoba
Kullubbi	Qullubbii
Kunni	Qundhii
Kurfa Challe	Kurfaa Callee
Kuwait	Kuweet
Kuyera	Kuyeeraa
Kyrgyzstan	Kirgizistaan
Laga Dadhi	Laga Daadhii
Lagos	Laagos
Lake Awasa	Laga Awaash
Lake Dadi	Hara Daadhii
Lake Dambal	Laaqii Dambal
Lake Dandi	Dabbal dandii
Lake Maya	Hara Maayaa
Lake Wanchi	Calalaqa Wanci
Laki Dambal	Laaqii Dambal
Langanno	Laangannoo
Laos	Laa'os
Latvia	Laatbiyaa
Lebanon	Lebaanon
Lemman	Leemman
Lesotho	Lesootoo
Liben Zone	Liiban
Liberia	Libeeriyaa
Libya	Liibiyaa
Liechtenstein	Lishtenistaayin
Limmu Shaye	Limmu Shaayee
Lithuania	Lituweeniyaa
Los Angeles	Los Anjeles
Luxembourg	Luksamburgii
Macedonia	Maasedoniyaa
Machara	Machaaraa
Madagascar	Madagaaskaar
Maddo Gashi	Maddo Gaashii
Maki	Maqii
Malabo (town in Equatorial Guinea)	Malabo
Malawi	Malaawii
Malaysia	Maleesiyaa
Maldives	Maaldibis
Mali	Maalii
Malka Rafu	Malkaa Raafuu
Malka Wakkanna	Malkaa Waakkannaa
Malta	Maaltaa
Manchester United	Manchastar Yunaayitid, Manchastar Siitii
Mandi	Mandii
Mandida	Mandiidaa
Manna	Maannaa
Mararo	Mararoo
Marsa	Marsaa
Marseilles	Maarsee
Marshal Islands	Odoolota Maarshaal
Marti	Martii
Mata Hara	Mata Haaraa
Mattu	Mattuu
Mauritania	Mawurtaaniyaa
Mauritius	Mawurishees
Mecca	Makkaa
Mecha and Tulama Self-Help Association	Waldaa Wal-gargaarsa Maccaa fi Tuulamaa
Medina	Madiinaa
Mediterranean Sea	Galaana Mediteraaniyaanii
Mediterranean Sea	Garba Meditraaniyaa
Megga	Meeggaa
Meles Zenawi	Meles Zeenaawwii
Menelik (Emperor)	Minilik
Meta (woreda)	Meettaa
Metta Gafarsa	Meettaa Gafarsaa
Metti	Meexxii
Mexico	Meeksikoo
Michata	Miiccataa
Micronesia	Mikroneeisyaa
Miesso	Mi'eesso
Milan	Milaanoo
Minnesota	Minnesootaa
Minnesota	Minisootaa
Mogadishu	Moqaadishoo
Mogor	Mogor
Mojo	Mojo
Moldova	Moldoobaa
Mombasa	Mombaasaa
Monaco	Monaakoo
Mongolia	Mongooliyaa
Mongomo (town in Equatorial Guinea)	Mongoma
Montreal	Montireel
Mormor	Mormor
Morocco	Morokko
Morocco	Morokoo
Moyale	Mooyalee
Mozambique	Moozaambik
Mozambique	Mozaambik
Mt. Abella	Gaara Abeellaa
Mt. Adi	Gaara Adii
Mt. Asabot	Agaar Asaboot
Mt. Asha	Gaara Ashaa
Mt. Batu	Gaara Baatuu
Mt. Bora	Gaara Booraa
Mt. Chilalo	Gaara Cilaaloo
Mt. Chukkala	Tulluu Cuqqaalaa
Mt. Dalota	Tulluu Daalotaa
Mt. Dannaba	Gaara Dannabaa
Mt. Dimtu	Tullu Diimtuu
Mt. Erer	Gaara Erer
Mt. Fantalle	Gaara Fantaallee
Mt. Furi	Tulluu Furii
Mt. Gorfo	Gaara Gorfoo
Mt. Gorte	Gaara Gorxee
Mt. Hatabella	Gaara Haxabeellaa
Mt. Hochocha	Gaara Hococaa
Mt. Jibat	Tulluu Jibaat
Mt. Jorgo	Tulluu Joorgoo
Mt. Kunduddo	Gaara Qunduddoo
Mt. Mao	Gaara Maa'oo
Mt. Mara	Tulluu Maraa
Mt. Mullata	Gaara Muldhataa
Mt. Salale	Gaara Salaalee
Mt. Walal	Tulluu Walal
Muggi	Muggii
Munich	Muniik
Nagalle Arsi	Nageellee Arsii
Nageellee Metama	Nageellee Meexamaa
Nagelle Borana	Nageellee Booranaa
Najjo	Najjoo
Nakamte	Naqamte
Namagna	Amanya
Namibia	Namibiyaa
Nauru	Nawuruu
Negele Arsi	Arsii-Nageellee
Nekemte	Naqamte
Nekemte	Naqamtee
Nakamti	Naqamte
Nakamti	Naqamtee
Nek’emtē	Naqamte
Nek’emtē	Naqamtee
Nek'emte	Naqamte
Nek'emte	Naqamtee
Nepal	Neppaal
Netherlands	Neezarlaandii
New York	Niwu Yoorki
New Zealand	Niw Zilaadii
Nicaragua	Nikaraaguwaa
Niger	Nijeer
Nigeria	Naayijeeriyaa
Nigeria	Naajeriyaa
Nono	Noonoo
North America	Ameerikaa Kaabaa
North Korea	Koriyaa Kaabaa
North Sea	Garba Boroo
North Shewa Zone	Shawaa Kaabaa
North Shawa	Shawaa Kaabaa
Norway	Noorwee
Obbi	Obbi
Oborra	Oborraa
Oborso	Oborso
Ogolcho	Ogolchoo
Olonkomi	Olonkomii
Oman	Omaan
Oromia Media Network (OMN)	OMN
Oromia Region	Oromiyaa
Oromiya Region	Oromiyaa
Oromia Regional State	Oromiyaa
Oromo (people)	Oromoo
Oromo Liberation Front (OLF)	Adda Bilisummaa Oromoo
Oromo People's Democratic Organization (OPDO)	Dhaabbata Dimookraatawaa Ummata Oromoo
Osaka	Osaakaa
Pacific Ocean	Garba Paasifiik
Pakistan	Paakistaan
Palau	Palawuu
Panama	Panamaa
Papua New Guinea	Pappawaa Niw giinii
Paraguay	Paraguwaay
Philippines	Filippiin
Poland	Polandii
Portugal	Portugaal
Qatar	Kataar
Rammis	Raammis
Ras Dejen	Raash Daashin
Ras Dashen	Raash Daashin
Ras Dashan	Raash Daashin
Red Sea	Galaana Diimaa
Red Sea	Garba Diimaa
Rejji	Reejjii
Rio de Janeiro	Riiyoo Di Jeneroo
Robe Arsi	Roobe Arsii
Robe Bale	roobe Baalee
Rogge Ammayya	Roggee Ammayyaa
Romania	Rumaaniyaa
Rotterdam	Roterdaam
Russia	Rusiyaa
Rwanda	Ruwaandaa
Sabbata	Sabbata
Sagan	Saagan
Sagure	Saaguee
Saint Kitts and Nevis	Seenti Kitii fi Nebis
Saint Lucia	Seenti Luchiyaa
Saint Vincent and Grenadines	Seenti Binchentii fi Girenadiin
Sakka	Saqqaa
Sakkata	Saaqqata
Saku	Saaku
Sambate	Sambatee
same as Garba Meditraaniyaa	Garba Jiddugaleessa
Samoa	Samowaa
San Marino	Saan Mariinoo
Sandafa	Sandaafa
Sao Tome and Principe	Sawo Toomee fi Pirinsippii
Sarbo	Sarboo
Sasigga	Saasiggaa
Saudi Arabia	Saudi Arabiya
Saudi Arabia	Sa'uudi Arabiya
Saudi Arabia	Suud Arabiyaa
Saudi Arabia	Sawudii Arabiyaa
Sayyo	sayyoo
Seden Sodo	Sadan Sooddoo
Senegal	Sengaal
Senegal	Senegaal
Serbia and Montenegro	Sarbiyaa fi Montenegroo
Serofta	Seeroftaa
Seru	Seeruu
Seychelles	Sechiliis
Shabbe	Shabbee
Shaggar	Shaggar
Shaki	Shakii
Shakkiso	Shaakkisoo
Shala	Shaalaa
Shambu	Shaambu
Shanan	Shanan
Shanghai	Shaangaay
Shano	Shano
Shashamanne	Shaashamannee
Shashemene	Shashemane
Shashemene	Shaashemannee
Shashamane	Shashemane
Shashamane	Shaashemannee
Shayya	Shaayyaa
Shirbo	Shirboo
Shire Arsi	Shiree Arsii
Shoa: Shewa	Shawaa
Shoboka	Shoboka
Sibu Sire	Siibuu Siree
Sidama Zone	Sidaamoo
Sidama Zone	Sidaamaa
Sierra Leone	Seraliyoon
Silt'e Zone	Silxee
Siltie Zone	Silxee
Singapore	Singapoor
Sire Arsi	Siree Arsii
Sire Robi	Siree Roobii
Slovakia	Islobaakiyaa
Slovakia	Islobeeniyaa
Sodare	Soodaree
Sokorru	Sokorruu
Solomo	Soolomo
Solomon Islands	Odoolota Solomon
Somali	Somaalee
Somalia	Somaaliyaa
Sor	Soor
South Africa	Afrikaa Kibbaa
South Africa	Aafrikaa Kibbaa
South America	Ameerikaa Kibbaa
South Korea	Koriyaa Kibbaa
South Sudan	Sudaan Kibbaa
Southern Nations, Nationalities, and Peoples' Region (SSNPR)	Naannoo Sabaa fi Sab-lammoota Ummattoota Kibbaa
Southwest Shewa Zone	Shawaa Kibba-lixaa
Southwest Shewa Zone	Shawaa Kill Lixaa
Soyyama	Sooyyama
Spain	Ispaanyaa
Sri Lanka	Siri Laankaa
St. Petersburg	Seenti Peterburgii
Strasbourg	Istiraasburgii
Sudan	Sudaan
Sululta	Sululta
Suriname	Surinaam
Swaiziland	Iswaazilaandii
Sweden	Iswiidin
Switzerland	Biyya Iswiisii
Sydney	Sidinee
Syria	Sooriyaa
Tafki	Tafkii
Taiwan	Taayiwaan
Taji	Tajii
Tajikistan	Tajikistaan
Taltalle	Taltallee
Tanzania	Tanzaaniyaa
Tanzania	Tanzaaniyaa
Thailand	Taayilaandii
The Hague	Haag
Tibbe	Tibbee
Tigray Region	Naannoo Tigraay
Timbuktu	Tumbuktuu
Tiyya	Xiyyaa
Tobba	Toobbaa
Togo	Toogoo
Toke Kutaye	Kuutaayee
Toke Kutaye	Tokkee Kuutaayee
Tokke Irressa	Tokkee Irreessaa
Tole	Tole
Tonga	Tongaa
Toronto	Torontoo
Trinidad and Tobago	Tirindaadii fi Tobaagoo
Tullu Milki	Tulluu Milkii
Tulu Bolo	Tullu Boolloo
Tunisia	Tuniisiyaa
Tunisia	Tuniisiyaa
Turkey	Biyya Turkii
Turkmenistan	Turkemenistaan
Tuvalu	Tabuluu
U.S.A.	Ameerikaa
Uganda	Yugaandaa
Uganda	Ugaandaa
Ukraine	Ukraayin
United Arab Emirates	Tokkummaa Imiroota Arabaa
United Kingdom	Biritaaniyaa
United Kingdom	Yunaayitid Kingidem
UK	Yunaayitid Kingidem
United Liberation Forces of Oromia	Tokkummaa Humnoota Bilisummaa Oromiyaa
United States	Yunaayitid Isteesi
United States of America	Yunaayitid Isteesi
US	Yunaayitid Isteesi
USA	Yunaayitid Isteesi
Urgessa	Urgeessaa
Uruguay	Uruguwaay
Uzbekistan	Uzbeekistaan
Vanatu	Banuwaatuu
Vatican	Baatikaan
Venezuela	Benezuweelaa
Venice	Benesiyaa
Vietnam	Beetinaam
Voice of America	raadiyoon sagalee Amerikaa
Wabe	Waabee
Wabe Gafarsa	Waabee Gafarsaa
Wachu	Waaccuu
Wadera	Wadeera
Walabu	Haroo Walaabuu
Walanchitti	Walancittii
Waldiya	Waldiyaa
Walga	Waalgaa
Waliso (wordea)	Waliso
Waliso (wordea)	Walisoo
Walmal	Walmal
Wama	Waamaa
Wanci Mountains	Gooroo Wancii
Wanji	Wanjii
Wanji Gafarsa	Wanjii Gafarsaa
Warka	Warqa
Watar	Watar
Wayane	Wayyannee
Wayane	Wayyanne
Wayane	Wayyaane
Tigrayan People's Liberation Front	Wayyannee
Tigrayan People's Liberation Front	Wayyanne
Tigrayan People's Liberation Front	Wayyaane
Weyane	Wayyannee
Weyane	Wayyanne
Weyane	Wayyaane
Second Weyane	Wayyannee
Second Weyane	Wayyanne
Second Weyane	Wayyaane
Wayyu	Waayyuu
Welega	Wallagga
Wellega	Wallagga
Wollega	Wallagga
West Arsi Zone	Arsii Lixaa
West Arsi Zone	Arsii Dhihaa
Mirab Arsi Zone	Arsii Lixaa
Mirab Arsi Zone	Arsii Dhihaa
West Gojjam Zone	Goojjaam Dhihaa
West Hararghe Zone	Harargee Dhihaa
West Hararghe Zone	Godina Harargee Dhihaa
West Hararghe Zone	Harargee Lixaa
West Shewa Zone	Shawaa Lixaa
West Shewa Zone	Shawaa Dhihaa
West Shewa Zone	Godina Shawaa Lixaa
West Shewa Zone	Godina Shawaa Dhihaa
West Welega Zone	Wallagga Lixaa
West Welega Zone	Wallagga Dhihaa
West Welega Zone	Godina Wallagga Lixaa
West Welega Zone	Godina Wallagga Dhihaa
West Wellega Zone	Wallagga Lixaa
West Wellega Zone	Wallagga Dhihaa
West Wellega Zone	Godina Wallagga Lixaa
West Wellega Zone	Godina Wallagga Dhihaa
West Wollega Zone	Wallagga Lixaa
West Wollega Zone	Wallagga Dhihaa
West Wollega Zone	Godina Wallagga Lixaa
West Wollega Zone	Godina Wallagga Dhihaa
Mirab Welega	Wallagga Lixaa
Mirab Welega	Wallagga Dhihaa
Mirab Welega	Godina Wallagga Lixaa
Mirab Welega	Godina Wallagga Dhihaa
West Wallagga	Wallagga Lixaa
West Wallagga	Wallagga Dhihaa
West Wallagga	Godina Wallagga Lixaa
West Wallagga	Godina Wallagga Dhihaa
Weyib	Weeyib
World Bank	Baankii Addunyaa
Yaballo	Yaaballoo
Yabbu	Yabbuu
Yadot	Yaadot
Yambaro	Yambaroo
Yayyu	Yaayyoo
Yemen	Yaman
Yirba Muda	Yirbaa Muudaa
Yubdo	Yuubdoo
Zambia	Zaambiyaa
Zimbabwe	Zimbaabwee
